RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
USER	Pokemon API Test	END	1720479376756
USER	Pokemon API Test	START	1720479376756
REQUEST		Get Pikachu	1720479376688	1720479376751	OK	 
USER	Pokemon API Test	END	1720479376759
USER	Pokemon API Test	START	1720479376759
REQUEST		Get Pikachu	1720479376687	1720479376756	OK	 
USER	Pokemon API Test	END	1720479376762
REQUEST		Get Pikachu	1720479376671	1720479376760	OK	 
USER	Pokemon API Test	END	1720479376764
USER	Pokemon API Test	START	1720479376764
USER	Pokemon API Test	START	1720479376765
REQUEST		Get Pikachu	1720479376766	1720479376799	OK	 
USER	Pokemon API Test	END	1720479376800
USER	Pokemon API Test	START	1720479376801
REQUEST		Get Pikachu	1720479376761	1720479376801	OK	 
USER	Pokemon API Test	END	1720479376802
USER	Pokemon API Test	START	1720479376802
REQUEST		Get Pikachu	1720479376755	1720479376804	OK	 
USER	Pokemon API Test	END	1720479376811
USER	Pokemon API Test	START	1720479376811
REQUEST		Get Pikachu	1720479376762	1720479376809	OK	 
USER	Pokemon API Test	END	1720479376812
USER	Pokemon API Test	START	1720479376813
REQUEST		Get Pikachu	1720479376759	1720479376816	OK	 
REQUEST		Get Pikachu	1720479376715	1720479376802	OK	 
REQUEST		Get Pikachu	1720479376735	1720479376810	OK	 
USER	Pokemon API Test	END	1720479376823
USER	Pokemon API Test	START	1720479376823
USER	Pokemon API Test	END	1720479376824
USER	Pokemon API Test	START	1720479376824
REQUEST		Get Pikachu	1720479376754	1720479376821	OK	 
USER	Pokemon API Test	END	1720479376824
USER	Pokemon API Test	START	1720479376824
USER	Pokemon API Test	END	1720479376827
REQUEST		Get Pikachu	1720479376765	1720479376814	OK	 
USER	Pokemon API Test	END	1720479376829
USER	Pokemon API Test	START	1720479376829
USER	Pokemon API Test	START	1720479376830
REQUEST		Get Pikachu	1720479376735	1720479376829	OK	 
USER	Pokemon API Test	END	1720479376844
USER	Pokemon API Test	START	1720479376844
REQUEST		Get Pikachu	1720479376823	1720479376861	OK	 
REQUEST		Get Pikachu	1720479376811	1720479376858	OK	 
USER	Pokemon API Test	END	1720479376863
USER	Pokemon API Test	END	1720479376863
REQUEST		Get Pikachu	1720479376802	1720479376859	OK	 
USER	Pokemon API Test	START	1720479376864
USER	Pokemon API Test	END	1720479376864
USER	Pokemon API Test	START	1720479376864
REQUEST		Get Pikachu	1720479376813	1720479376861	OK	 
USER	Pokemon API Test	END	1720479376865
USER	Pokemon API Test	START	1720479376865
USER	Pokemon API Test	START	1720479376865
REQUEST		Get Pikachu	1720479376803	1720479376868	OK	 
USER	Pokemon API Test	END	1720479376871
USER	Pokemon API Test	START	1720479376871
REQUEST		Get Pikachu	1720479376825	1720479376878	OK	 
USER	Pokemon API Test	END	1720479376883
USER	Pokemon API Test	START	1720479376884
REQUEST		Get Pikachu	1720479376844	1720479376885	OK	 
USER	Pokemon API Test	END	1720479376886
REQUEST		Get Pikachu	1720479376830	1720479376885	OK	 
USER	Pokemon API Test	END	1720479376889
USER	Pokemon API Test	START	1720479376889
USER	Pokemon API Test	START	1720479376891
REQUEST		Get Pikachu	1720479376824	1720479376886	OK	 
USER	Pokemon API Test	END	1720479376891
USER	Pokemon API Test	START	1720479376891
REQUEST		Get Pikachu	1720479376844	1720479376895	OK	 
USER	Pokemon API Test	END	1720479376899
USER	Pokemon API Test	START	1720479376899
REQUEST		Get Pikachu	1720479376872	1720479376910	OK	 
USER	Pokemon API Test	END	1720479376911
USER	Pokemon API Test	START	1720479376911
REQUEST		Get Pikachu	1720479376865	1720479376916	OK	 
USER	Pokemon API Test	END	1720479376920
REQUEST		Get Pikachu	1720479376866	1720479376919	OK	 
REQUEST		Get Pikachu	1720479376867	1720479376915	OK	 
USER	Pokemon API Test	END	1720479376924
USER	Pokemon API Test	START	1720479376924
USER	Pokemon API Test	END	1720479376924
USER	Pokemon API Test	START	1720479376924
USER	Pokemon API Test	START	1720479376925
REQUEST		Get Pikachu	1720479376900	1720479376933	OK	 
USER	Pokemon API Test	END	1720479376934
USER	Pokemon API Test	START	1720479376934
REQUEST		Get Pikachu	1720479376884	1720479376931	OK	 
USER	Pokemon API Test	END	1720479376934
USER	Pokemon API Test	START	1720479376935
REQUEST		Get Pikachu	1720479376889	1720479376935	OK	 
USER	Pokemon API Test	END	1720479376939
USER	Pokemon API Test	START	1720479376939
REQUEST		Get Pikachu	1720479376891	1720479376943	OK	 
USER	Pokemon API Test	END	1720479376947
USER	Pokemon API Test	START	1720479376947
REQUEST		Get Pikachu	1720479376891	1720479376944	OK	 
USER	Pokemon API Test	END	1720479376948
USER	Pokemon API Test	START	1720479376948
REQUEST		Get Pikachu	1720479376911	1720479376954	OK	 
USER	Pokemon API Test	END	1720479376958
USER	Pokemon API Test	START	1720479376958
REQUEST		Get Pikachu	1720479376924	1720479376969	OK	 
USER	Pokemon API Test	END	1720479376973
USER	Pokemon API Test	START	1720479376973
REQUEST		Get Pikachu	1720479376864	1720479376970	OK	 
USER	Pokemon API Test	END	1720479376975
REQUEST		Get Pikachu	1720479376924	1720479376974	OK	 
USER	Pokemon API Test	END	1720479376979
USER	Pokemon API Test	START	1720479376979
USER	Pokemon API Test	START	1720479376979
REQUEST		Get Pikachu	1720479376934	1720479376982	OK	 
USER	Pokemon API Test	END	1720479376983
USER	Pokemon API Test	START	1720479376983
REQUEST		Get Pikachu	1720479376925	1720479376982	OK	 
USER	Pokemon API Test	END	1720479376986
USER	Pokemon API Test	START	1720479376986
REQUEST		Get Pikachu	1720479376958	1720479376998	OK	 
USER	Pokemon API Test	END	1720479376999
USER	Pokemon API Test	START	1720479376999
REQUEST		Get Pikachu	1720479376935	1720479376992	OK	 
USER	Pokemon API Test	END	1720479376999
USER	Pokemon API Test	START	1720479376999
REQUEST		Get Pikachu	1720479376939	1720479377003	OK	 
USER	Pokemon API Test	END	1720479377007
USER	Pokemon API Test	START	1720479377007
REQUEST		Get Pikachu	1720479376949	1720479377006	OK	 
USER	Pokemon API Test	END	1720479377009
USER	Pokemon API Test	START	1720479377009
REQUEST		Get Pikachu	1720479376979	1720479377017	OK	 
USER	Pokemon API Test	END	1720479377022
USER	Pokemon API Test	START	1720479377022
REQUEST		Get Pikachu	1720479376986	1720479377024	OK	 
USER	Pokemon API Test	END	1720479377025
USER	Pokemon API Test	START	1720479377025
REQUEST		Get Pikachu	1720479376978	1720479377030	OK	 
USER	Pokemon API Test	END	1720479377034
USER	Pokemon API Test	START	1720479377034
REQUEST		Get Pikachu	1720479376947	1720479377034	OK	 
USER	Pokemon API Test	END	1720479377038
USER	Pokemon API Test	START	1720479377038
REQUEST		Get Pikachu	1720479376979	1720479377038	OK	 
USER	Pokemon API Test	END	1720479377042
USER	Pokemon API Test	START	1720479377050
REQUEST		Get Pikachu	1720479376983	1720479377047	OK	 
USER	Pokemon API Test	END	1720479377055
REQUEST		Get Pikachu	1720479377000	1720479377055	OK	 
USER	Pokemon API Test	END	1720479377059
USER	Pokemon API Test	START	1720479377059
REQUEST		Get Pikachu	1720479377022	1720479377059	OK	 
USER	Pokemon API Test	END	1720479377060
USER	Pokemon API Test	START	1720479377060
REQUEST		Get Pikachu	1720479377008	1720479377060	OK	 
USER	Pokemon API Test	END	1720479377064
USER	Pokemon API Test	START	1720479377067
USER	Pokemon API Test	START	1720479377067
REQUEST		Get Pikachu	1720479376999	1720479377061	OK	 
USER	Pokemon API Test	END	1720479377067
USER	Pokemon API Test	START	1720479377067
REQUEST		Get Pikachu	1720479377025	1720479377085	OK	 
USER	Pokemon API Test	END	1720479377092
USER	Pokemon API Test	START	1720479377092
REQUEST		Get Pikachu	1720479377038	1720479377094	OK	 
REQUEST		Get Pikachu	1720479377010	1720479377099	OK	 
USER	Pokemon API Test	END	1720479377103
REQUEST		Get Pikachu	1720479377059	1720479377104	OK	 
USER	Pokemon API Test	END	1720479377105
USER	Pokemon API Test	START	1720479377105
USER	Pokemon API Test	END	1720479377105
USER	Pokemon API Test	START	1720479377105
REQUEST		Get Pikachu	1720479377061	1720479377103	OK	 
REQUEST		Get Pikachu	1720479377034	1720479377105	OK	 
USER	Pokemon API Test	END	1720479377109
USER	Pokemon API Test	START	1720479377109
USER	Pokemon API Test	START	1720479377110
USER	Pokemon API Test	END	1720479377113
USER	Pokemon API Test	START	1720479377114
REQUEST		Get Pikachu	1720479377067	1720479377120	OK	 
USER	Pokemon API Test	END	1720479377124
REQUEST		Get Pikachu	1720479377054	1720479377122	OK	 
USER	Pokemon API Test	END	1720479377126
REQUEST		Get Pikachu	1720479377093	1720479377127	OK	 
USER	Pokemon API Test	END	1720479377128
USER	Pokemon API Test	START	1720479377128
REQUEST		Get Pikachu	1720479377068	1720479377120	OK	 
USER	Pokemon API Test	END	1720479377129
REQUEST		Get Pikachu	1720479377067	1720479377123	OK	 
USER	Pokemon API Test	START	1720479377129
USER	Pokemon API Test	END	1720479377129
USER	Pokemon API Test	START	1720479377129
USER	Pokemon API Test	START	1720479377130
USER	Pokemon API Test	START	1720479377133
REQUEST		Get Pikachu	1720479377115	1720479377153	OK	 
USER	Pokemon API Test	END	1720479377153
USER	Pokemon API Test	START	1720479377157
REQUEST		Get Pikachu	1720479377133	1720479377163	OK	 
USER	Pokemon API Test	END	1720479377165
USER	Pokemon API Test	START	1720479377165
REQUEST		Get Pikachu	1720479377108	1720479377162	OK	 
USER	Pokemon API Test	END	1720479377166
USER	Pokemon API Test	START	1720479377166
REQUEST		Get Pikachu	1720479377130	1720479377170	OK	 
REQUEST		Get Pikachu	1720479377110	1720479377168	OK	 
REQUEST		Get Pikachu	1720479377105	1720479377167	OK	 
REQUEST		Get Pikachu	1720479377130	1720479377173	OK	 
USER	Pokemon API Test	END	1720479377177
USER	Pokemon API Test	END	1720479377177
USER	Pokemon API Test	END	1720479377177
USER	Pokemon API Test	START	1720479377177
USER	Pokemon API Test	START	1720479377177
REQUEST		Get Pikachu	1720479377110	1720479377174	OK	 
USER	Pokemon API Test	END	1720479377179
USER	Pokemon API Test	START	1720479377179
USER	Pokemon API Test	END	1720479377180
USER	Pokemon API Test	START	1720479377180
REQUEST		Get Pikachu	1720479377128	1720479377177	OK	 
USER	Pokemon API Test	END	1720479377181
USER	Pokemon API Test	START	1720479377181
USER	Pokemon API Test	START	1720479377181
REQUEST		Get Pikachu	1720479377130	1720479377192	OK	 
USER	Pokemon API Test	END	1720479377198
USER	Pokemon API Test	START	1720479377198
REQUEST		Get Pikachu	1720479377157	1720479377216	OK	 
USER	Pokemon API Test	END	1720479377224
REQUEST		Get Pikachu	1720479377167	1720479377220	OK	 
USER	Pokemon API Test	END	1720479377225
USER	Pokemon API Test	START	1720479377225
USER	Pokemon API Test	START	1720479377225
REQUEST		Get Pikachu	1720479377179	1720479377225	OK	 
USER	Pokemon API Test	END	1720479377226
USER	Pokemon API Test	START	1720479377226
REQUEST		Get Pikachu	1720479377165	1720479377230	OK	 
USER	Pokemon API Test	END	1720479377234
REQUEST		Get Pikachu	1720479377182	1720479377229	OK	 
USER	Pokemon API Test	END	1720479377234
USER	Pokemon API Test	START	1720479377234
USER	Pokemon API Test	START	1720479377234
REQUEST		Get Pikachu	1720479377199	1720479377235	OK	 
USER	Pokemon API Test	END	1720479377236
USER	Pokemon API Test	START	1720479377236
REQUEST		Get Pikachu	1720479377178	1720479377236	OK	 
USER	Pokemon API Test	END	1720479377242
REQUEST		Get Pikachu	1720479377180	1720479377239	OK	 
USER	Pokemon API Test	END	1720479377243
REQUEST		Get Pikachu	1720479377181	1720479377241	OK	 
USER	Pokemon API Test	START	1720479377244
USER	Pokemon API Test	END	1720479377244
USER	Pokemon API Test	START	1720479377244
USER	Pokemon API Test	START	1720479377245
REQUEST		Get Pikachu	1720479377179	1720479377257	OK	 
USER	Pokemon API Test	END	1720479377263
USER	Pokemon API Test	START	1720479377263
REQUEST		Get Pikachu	1720479377235	1720479377272	OK	 
USER	Pokemon API Test	END	1720479377272
USER	Pokemon API Test	START	1720479377273
REQUEST		Get Pikachu	1720479377226	1720479377271	OK	 
USER	Pokemon API Test	END	1720479377275
USER	Pokemon API Test	START	1720479377275
REQUEST		Get Pikachu	1720479377226	1720479377277	OK	 
REQUEST		Get Pikachu	1720479377225	1720479377281	OK	 
USER	Pokemon API Test	END	1720479377285
USER	Pokemon API Test	END	1720479377286
USER	Pokemon API Test	START	1720479377286
USER	Pokemon API Test	START	1720479377289
REQUEST		Get Pikachu	1720479377236	1720479377286	OK	 
USER	Pokemon API Test	END	1720479377290
REQUEST		Get Pikachu	1720479377245	1720479377284	OK	 
REQUEST		Get Pikachu	1720479377235	1720479377286	OK	 
USER	Pokemon API Test	END	1720479377290
USER	Pokemon API Test	START	1720479377290
USER	Pokemon API Test	END	1720479377291
USER	Pokemon API Test	START	1720479377291
USER	Pokemon API Test	START	1720479377291
REQUEST		Get Pikachu	1720479377245	1720479377294	OK	 
USER	Pokemon API Test	END	1720479377298
USER	Pokemon API Test	START	1720479377298
REQUEST		Get Pikachu	1720479377263	1720479377303	OK	 
USER	Pokemon API Test	END	1720479377304
USER	Pokemon API Test	START	1720479377304
REQUEST		Get Pikachu	1720479377253	1720479377301	OK	 
USER	Pokemon API Test	END	1720479377305
USER	Pokemon API Test	START	1720479377305
REQUEST		Get Pikachu	1720479377289	1720479377329	OK	 
USER	Pokemon API Test	END	1720479377333
USER	Pokemon API Test	START	1720479377333
REQUEST		Get Pikachu	1720479377273	1720479377334	OK	 
USER	Pokemon API Test	END	1720479377337
USER	Pokemon API Test	START	1720479377337
REQUEST		Get Pikachu	1720479377305	1720479377338	OK	 
REQUEST		Get Pikachu	1720479377291	1720479377336	OK	 
USER	Pokemon API Test	END	1720479377341
REQUEST		Get Pikachu	1720479377276	1720479377339	OK	 
REQUEST		Get Pikachu	1720479377291	1720479377340	OK	 
USER	Pokemon API Test	END	1720479377348
USER	Pokemon API Test	END	1720479377348
USER	Pokemon API Test	END	1720479377348
USER	Pokemon API Test	START	1720479377348
USER	Pokemon API Test	START	1720479377348
USER	Pokemon API Test	START	1720479377348
REQUEST		Get Pikachu	1720479377290	1720479377348	OK	 
USER	Pokemon API Test	END	1720479377353
USER	Pokemon API Test	START	1720479377353
REQUEST		Get Pikachu	1720479377290	1720479377353	OK	 
USER	Pokemon API Test	END	1720479377354
USER	Pokemon API Test	START	1720479377354
USER	Pokemon API Test	START	1720479377354
REQUEST		Get Pikachu	1720479377298	1720479377356	OK	 
USER	Pokemon API Test	END	1720479377360
USER	Pokemon API Test	START	1720479377360
REQUEST		Get Pikachu	1720479377305	1720479377364	OK	 
USER	Pokemon API Test	END	1720479377368
USER	Pokemon API Test	START	1720479377368
REQUEST		Get Pikachu	1720479377348	1720479377382	OK	 
USER	Pokemon API Test	END	1720479377383
USER	Pokemon API Test	START	1720479377383
REQUEST		Get Pikachu	1720479377334	1720479377390	OK	 
USER	Pokemon API Test	END	1720479377393
USER	Pokemon API Test	START	1720479377393
REQUEST		Get Pikachu	1720479377349	1720479377396	OK	 
USER	Pokemon API Test	END	1720479377401
REQUEST		Get Pikachu	1720479377354	1720479377400	OK	 
USER	Pokemon API Test	END	1720479377404
USER	Pokemon API Test	START	1720479377404
USER	Pokemon API Test	START	1720479377404
REQUEST		Get Pikachu	1720479377353	1720479377402	OK	 
USER	Pokemon API Test	END	1720479377405
USER	Pokemon API Test	START	1720479377405
REQUEST		Get Pikachu	1720479377368	1720479377409	OK	 
REQUEST		Get Pikachu	1720479377354	1720479377407	OK	 
USER	Pokemon API Test	END	1720479377413
USER	Pokemon API Test	END	1720479377413
REQUEST		Get Pikachu	1720479377337	1720479377410	OK	 
REQUEST		Get Pikachu	1720479377360	1720479377406	OK	 
USER	Pokemon API Test	END	1720479377415
USER	Pokemon API Test	START	1720479377415
REQUEST		Get Pikachu	1720479377354	1720479377409	OK	 
USER	Pokemon API Test	END	1720479377415
USER	Pokemon API Test	START	1720479377415
USER	Pokemon API Test	END	1720479377416
USER	Pokemon API Test	START	1720479377415
USER	Pokemon API Test	START	1720479377416
USER	Pokemon API Test	START	1720479377417
REQUEST		Get Pikachu	1720479377417	1720479377446	OK	 
USER	Pokemon API Test	END	1720479377447
USER	Pokemon API Test	START	1720479377447
REQUEST		Get Pikachu	1720479377383	1720479377445	OK	 
USER	Pokemon API Test	END	1720479377449
USER	Pokemon API Test	START	1720479377449
REQUEST		Get Pikachu	1720479377404	1720479377453	OK	 
USER	Pokemon API Test	END	1720479377457
USER	Pokemon API Test	START	1720479377458
REQUEST		Get Pikachu	1720479377393	1720479377450	OK	 
USER	Pokemon API Test	END	1720479377459
USER	Pokemon API Test	START	1720479377459
REQUEST		Get Pikachu	1720479377404	1720479377455	OK	 
USER	Pokemon API Test	END	1720479377459
USER	Pokemon API Test	START	1720479377460
REQUEST		Get Pikachu	1720479377415	1720479377463	OK	 
REQUEST		Get Pikachu	1720479377417	1720479377464	OK	 
USER	Pokemon API Test	END	1720479377467
USER	Pokemon API Test	START	1720479377467
USER	Pokemon API Test	END	1720479377468
USER	Pokemon API Test	START	1720479377468
REQUEST		Get Pikachu	1720479377416	1720479377470	OK	 
USER	Pokemon API Test	END	1720479377473
USER	Pokemon API Test	START	1720479377473
REQUEST		Get Pikachu	1720479377415	1720479377485	OK	 
USER	Pokemon API Test	END	1720479377486
USER	Pokemon API Test	START	1720479377486
REQUEST		Get Pikachu	1720479377460	1720479377492	OK	 
USER	Pokemon API Test	END	1720479377493
REQUEST		Get Pikachu	1720479377416	1720479377490	OK	 
USER	Pokemon API Test	END	1720479377494
USER	Pokemon API Test	START	1720479377494
USER	Pokemon API Test	START	1720479377494
REQUEST		Get Pikachu	1720479377449	1720479377495	OK	 
USER	Pokemon API Test	END	1720479377499
USER	Pokemon API Test	START	1720479377499
REQUEST		Get Pikachu	1720479377448	1720479377501	OK	 
USER	Pokemon API Test	END	1720479377510
USER	Pokemon API Test	START	1720479377510
REQUEST		Get Pikachu	1720479377458	1720479377505	OK	 
USER	Pokemon API Test	END	1720479377513
REQUEST		Get Pikachu	1720479377468	1720479377510	OK	 
USER	Pokemon API Test	END	1720479377515
USER	Pokemon API Test	START	1720479377515
USER	Pokemon API Test	START	1720479377515
REQUEST		Get Pikachu	1720479377468	1720479377531	OK	 
USER	Pokemon API Test	END	1720479377535
USER	Pokemon API Test	START	1720479377535
REQUEST		Get Pikachu	1720479377495	1720479377537	OK	 
USER	Pokemon API Test	END	1720479377537
USER	Pokemon API Test	START	1720479377538
REQUEST		Get Pikachu	1720479377499	1720479377548	OK	 
USER	Pokemon API Test	END	1720479377552
USER	Pokemon API Test	START	1720479377552
REQUEST		Get Pikachu	1720479377486	1720479377550	OK	 
USER	Pokemon API Test	END	1720479377554
USER	Pokemon API Test	START	1720479377554
REQUEST		Get Pikachu	1720479377494	1720479377555	OK	 
USER	Pokemon API Test	END	1720479377559
REQUEST		Get Pikachu	1720479377516	1720479377560	OK	 
USER	Pokemon API Test	END	1720479377561
USER	Pokemon API Test	START	1720479377561
